433,13,14.3566256,99.4974442,,,93.40,44.67,0.00,3.25,42,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.63,,111440,,,,,,,,,,,,
433,14,14.3566256,99.4974442,,,104.10,44.67,0.00,36.25,42,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.68,,111442,,,,,,,,,,,,
433,15,14.3566256,99.4974442,,,104.73,44.67,0.00,36.25,40,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.61,,111444,,,,,,,,,,,,
433,16,14.3566256,99.4974442,,,105.12,44.67,166.44,35.25,40,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.53,,111446,,,,,,,,,,,,
433,17,14.3566256,99.4974442,,,104.19,44.67,0.00,36.25,39,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.67,,111448,,,,,,,,,,,,
433,18,14.3566256,99.4974442,,,104.01,44.67,0.00,36.25,39,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.69,,111450,,,,,,,,,,,,
433,19,14.3566256,99.4974442,,,104.28,44.67,0.00,36.50,39,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.67,,111452,,,,,,,,,,,,
433,20,14.3566256,99.4974442,,,104.18,44.67,0.00,36.50,40,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.68,,111454,,,,,,,,,,,,
433,21,14.3566256,99.4974442,,,103.55,44.67,0.00,36.50,39,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.75,,111456,,,,,,,,,,,,
433,22,14.3566256,99.4974442,,,104.27,44.67,0.00,36.75,40,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.68,,111458,,,,,,,,,,,,
433,23,14.3566256,99.4974442,,,103.91,44.67,0.00,36.75,41,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.72,,111500,,,,,,,,,,,,
433,24,14.3566256,99.4974442,,,103.21,44.67,166.44,35.75,40,-0.06,-0.06,-0.0,-0.01,-0.01,-0.01,1001.76,,111502,,,,,,,,,,,,
