868,639,15.2509003,100.3370056,,,29.69,209.96,33.09,24.75,28,157.50,2.56,98.,0.42,-9.35,-1.26,987.12,,071216,,,,,,,,,,,F,
DEF,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,
868,640,15.2509003,100.3370056,,,34.49,209.97,32.82,28.75,28,157.50,3.88,101,0.58,-9.52,-1.97,987.12,,071218,,,,,,,,,,,F,
868,641,15.2508993,100.3370056,,,33.91,210.00,33.05,28.25,28,156.81,3.69,101,0.68,-9.31,-1.74,987.11,,071220,,,,,,,,,,,F,
868,642,15.2509003,100.3370056,,,31.24,210.01,32.65,26.00,28,149.69,2.94,99.,0.53,-9.49,-1.62,987.09,,071222,,,,,,,,,,,F,
DEF,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,
868,643,15.2509003,100.3370056,,,33.97,210.06,31.66,28.25,28,149.75,2.56,100,0.48,-9.47,-1.51,987.08,,071224,,,,,,,,,,,F,
868,644,15.2509003,100.3370056,,,33.35,210.18,31.65,27.75,28,152.50,2.62,101,0.56,-9.33,-1.56,987.09,,071226,,,,,,,,,,,F,
DEF,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,
868,645,15.2509003,100.3370056,,,1.20,210.26,30.92,1.00,28,148.62,0.94,99.,0.11,-9.42,-1.36,987.06,,071228,,,,,,,,,,,F,
868,646,15.2509003,100.3370056,,,33.10,210.25,31.33,27.50,28,156.69,6.19,99.,0.72,-9.71,-1.88,987.06,,071230,,,,,,,,,,,F,
868,647,15.2509003,100.3370056,,,33.42,210.30,31.17,27.75,28,158.38,7.44,99.,1.20,-9.47,-1.49,987.05,,071232,,,,,,,,,,,F,
DEF,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,
868,648,15.2509012,100.3370056,,,33.42,210.32,30.85,27.75,28,155.31,7.44,99.,1.24,-9.40,-1.38,987.05,,071234,,,,,,,,,,,F,
868,649,15.2509012,100.3370056,,,32.22,210.28,30.91,26.75,28,156.19,7.75,99.,1.22,-9.33,-1.57,987.05,,071236,,,,,,,,,,,F,
DEF,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,0.00,,
868,650,15.2509012,100.3370056,,,26.51,210.25,30.40,22.00,28,155.31,7.44,99.,1.18,-9.34,-1.52,987.04,,071238,,,,,,,,,,,F,
868,651,15.2509012,100.3370056,,,32.84,210.27,30.83,27.25,28,154.62,6.69,98.,1.06,-9.47,-1.40,987.04,,071240,,,,,,,,,,,F,
