868,2310,15.3473539,100.2830887,,,-5,6311.14,25.81,-38.25,8,254.62,8.38,92,1.46,-9.25,-0.5,988.60,,080758,,,,,,,,,,,F,
868,,,,,,,6311.14,26.04,-39.00,8,245.38,7.81,92,1.57,-9.29,-0.54,988.61,,,,,,,,,,,,,F,
433,2312,15.3473539,100.2830887,,,,6311.14,25.89,-39.00,8,255.12,8.44,96,1.43,-9.74,-0.36,988.62,,080802,,,,,,,,,,,F,
433,2314,15.3473539,100.2830887,,,,,,,,165.81,10.06,9,,,,988.64,,080804,,,,,,,,,,,F,
868,2315,15.3473539,100.2830887,,,-7,,,,,84.56,8.31,92.,,,,988.66,,080808,,,,,,,,,,,F,
868,2316,15.3473539,100.2830887,,,-43.48,6311.14,26.19,-39.75,8,351.12,6.88,94,1.31,-9.28,-0.56,988.67,,080810,,,,,,,,,,,F,
868,2317,15.3473539,100.2830887,,,-42.33,6311.14,25.82,-38.75,8,259.56,8.62,94,1.28,-9.34,-0.49,988.69,,080812,,,,,,,,,,,F,
868,2318,15.3473539,100.2830887,,,-42.36,6311.14,25.52,-38.75,8,194.62,10.19,9,1.33,-9.19,-0.57,988.68,,080814,,,,,,,,,,,F,
868,,,,,,,6311.14,26.11,-38.75,8,177.88,9.56,91,1.52,-9.33,-0.58,988.67,,,,,,,,,,,,,F,
433,2320,15.3473539,100.2830887,,,,6311.14,25.70,-39.25,8,190.06,5.94,93,1.39,-9.45,-0.41,988.68,,080818,,,,,,,,,,,F,
433,2321,15.3473539,100.2830887,,,,6311.14,25.78,-39.50,8,190.81,9.25,95,1.45,-9.56,-0.43,988.68,,080820,,,,,,,,,,,F,
433,2323,15.3473539,100.2830887,,,,,,,,90.44,8.06,93.,,,,988.70,,080824,,,,,,,,,,,F,
