433,4856,13.7232304,,,,,34.26,31.51,28.25,34,1.62,0.81,88.38,0.14,-9.49,0.31,1016.60,,120636,,,,,,,,,,,,
433,4858,13.7232151,100.5167847,,,-21.97,32.08,31.57,28.00,34,,0.88,88.38,0.07,-9.50,,1016.59,,120640,,,,,,,,,,,,
433,4859,13.7232113,100.5167618,,,-21.35,31.54,,,,,0.94,88.38,,,,1016.54,,120642,,,,,,,,,,,,
433,4861,13.7232056,100.5167389,,,-21.83,31.24,31.72,28.00,34,1.81,1.06,88.19,0.15,-9.48,,1016.56,,120646,,,,,,,,,,,,
433,4869,13.7231960,,,,,,,,,1.56,0.75,88.25,,,,1016.59,,120702,,,,,,,,,,,,
433,5086,13.7228985,100.5166092,,,-20.98,-37.29,31.74,26.75,34,1.44,0.69,88.19,0.11,-9.42,,1016.76,,121416,,,,,,,,,,,,
433,5099,13.7230244,,,,,,,,,1.44,0.69,88.19,,,,1016.74,,121442,,,,,,,,,,,,
433,5100,13.7230206,100.5167465,,,-21.86,-21.49,31.71,27.50,34,1.44,0.69,88.19,0.14,-9.52,0.26,1016.74,,121444,,,,,,,,,,,,
433,5101,13.7230148,100.5167465,,,-22.05,-22.13,31.78,27.75,34,1.44,0.69,88.19,0.09,,,1016.74,,121446,,,,,,,,,,,,
433,5102,13.7230101,10021.86,,,,-22.79,31.70,27.50,34,1.44,0.69,88.19,0.14,-9.50,0.30,1016.74,,121448,,,,,,,,,,,,
433,5103,13.7230053,100.516712,,,,,,,,1.44,0.69,88.19,,-9.47,0.27,1016.74,,121450,,,,,,,,,,,,
433,5104,13.7230005,100.516710,,,,,,,,1.44,0.69,88.19,,-9.48,0.31,1016.73,,121452,,,,,,,,,,,,
433,5105,13.7229967,,,,,-24.47,31.79,27.75,34,1.44,0.69,88.19,0.11,-9.50,0.29,1016.72,,121454,,,,,,,,,,,,
433,5106,13.7229929,,,,,-25.28,31.68,27.00,34,1.44,0.69,88.19,0.19,-9.07,0.34,1016.71,,121456,,,,,,,,,,,,
433,5107,13.7229881,,,,,-26.30,31.70,28.00,34,1.44,0.69,88.12,0.08,-9.55,0.35,1016.69,,121458,,,,,,,,,,,,
433,5108,13.7229834,,,,,-27.32,31.69,28.00,34,1.50,0.69,88.19,0.11,-9.41,0.20,1016.69,,121500,,,,,,,,,,,,
433,5109,13.7229757,,,,,-28.33,31.68,27.25,34,1.50,0.69,88.19,0.28,-9.53,0.37,1016.69,,121502,,,,,,,,,,,,
433,5110,13.7229691,,,,,-29.16,31.70,28.00,34,1.50,0.75,88.12,-0.09,-9.50,0.25,1016.72,,121504,,,,,,,,,,,,
433,5111,13.7229614,,,,,-30.01,31.62,27.75,34,1.56,0.75,88.12,0.21,-9.44,0.14,1016.73,,121506,,,,,,,,,,,,
433,5112,13.7229586,,,,,-30.44,31.70,27.75,34,1.56,0.81,88.12,0.14,-9.29,0.13,1016.77,,121508,,,,,,,,,,,,
433,5113,13.7229548,,,,,-30.73,31.67,27.75,34,1.62,0.81,88.12,0.18,-9.38,0.27,1016.79,,121510,,,,,,,,,,,,
433,5114,13.7229509,,,,,-30.98,31.60,27.50,34,1.62,0.81,88.06,0.12,-9.52,0.10,1016.79,,121512,,,,,,,,,,,,
433,5115,13.7229452,,,,,-31.22,31.69,27.50,34,1.69,0.88,88.06,0.31,-9.54,0.42,1016.80,,121514,,,,,,,,,,,,
433,5116,13.7229376,,,,,-31.74,31.91,27.75,34,1.69,0.94,88.06,0.11,-9.51,0.26,1016.80,,121516,,,,,,,,,,,,
433,5117,13.7229309,,,,,-32.29,31.68,27.50,34,1.69,0.94,88.06,0.23,-9.45,0.23,1016.78,,121518,,,,,,,,,,,,
433,5118,13.7229252,,,,,-32.99,31.65,27.50,34,1.69,0.88,88.06,0.10,-9.47,0.27,1016.77,,121520,,,,,,,,,,,,
433,5126,13.7228899,,,,,-39.47,31.68,27.00,34,1.69,0.88,88.12,0.12,-9.26,0.35,1016.75,,121536,,,,,,,,,,,,
433,5127,13.7228851,100.5166121540,,,,,,,,1.69,0.94,88.00,,,,1016.70,,121538,,,,,,,,,,,,
433,5139,13.7228813,100.5166168,,,-22.18,-37.12,31.79,28.00,34,1.69,0.94,88.00,0.12,-9.52,,1016.70,,121602,,,,,,,,,,,,
433,5140,13.7228756,100.5166168,,,-21.40,-37.87,31.90,27.00,34,1.69,0.94,88.06,0.21,-9.71,,1016.71,,121604,,,,,,,,,,,,
433,5141,13.7228670,100.5166092,,,-22.00,-38.76,31.72,27.75,34,1.69,0.94,88.12,0.25,-9.60,,1016.71,,121606,,,,,,,,,,,,
433,5142,13.7228680,100.5166168,,,-22.18,-38.38,31.72,28.00,34,1.69,0.94,88.12,0.19,-9.50,,1016.70,,121608,,,,,,,,,,,,
433,5143,13.7228651,100.5166168,,,-21.76,-38.48,31.89,27.50,34,1.75,0.94,88.12,0.16,-9.46,,1016.69,,121610,,,,,,,,,,,,
433,5144,13.7228727,100.5166245,,,-20.97,-37.30,31.80,26.50,34,1.75,0.94,88.06,0.17,-9.48,0.28,1016.71,,121612,,,,,,,,,,,,
433,5146,13.7229061,100.5166779,,,-21.78,-32.58,31.91,27.50,34,1.75,0.94,88.06,0.11,-9.46,,1016.70,,121616,,,,,,,,,,,,
433,5147,13.7229109,100.5166779,,,-22.36,-31.70,31.77,28.25,34,1.75,0.94,88.06,0.11,-9.49,,1016.69,,121618,,,,,,,,,,,,
433,5148,13.7229109,100.5166779,,,-22.38,-31.35,31.68,28.25,34,1.75,0.94,88.06,0.12,-9.42,,1016.70,,121620,,,,,,,,,,,,
433,5149,13.7229090,100.5166779,,,-22.39,-30.98,31.70,,,,,,,,,,,121622,,,,,,,,,,,,
433,6861,13.7229710,100.5167007,,,-20.79,23.14,32.45,27.00,1,,0.75,88.38,,,,1016.37,,131326,,,,,,,,,,,,
433,6862,13.7229691,100.5167007,,,-20.58,23.50,32.43,26.75,1,,0.75,88.38,,,,1016.36,,131328,,,,,,,,,,,,
433,6863,13.7229671,100.5167007,,,-20.97,23.46,32.42,27.25,1,,0.81,88.38,,,,1016.36,,131330,,,,,,,,,,,,
