433,10964,13.7228746,100.5165787,,,10.58,22.31,31.06,27.75,36,351.88,0.69,88.06,0.07,-9.35,0.27,999.17,,213712,,,,,,,,,,,F,
433,10965,13.7228708,100.5165787,,,,,,,,,0.69,88.06,,,,999.15,,213714,,,,,,,,,,,F,
433,10966,13.7228699,100.5165787,,,10.58,21.78,31.04,27.75,36,351.88,0.69,88.06,0.13,-9.50,0.29,999.17,,213716,,,,,,,,,,,F,
433,10967,13.7228670,100.5165787,,,10.54,21.34,31.00,27.75,36,351.88,0.69,88.06,0.21,-9.09,0.15,999.19,,213718,,,,,,,,,,,F,
433,10968,13.7228642,100.5165710,,,10.16,20.90,31.02,26.75,36,351.88,0.69,88.06,0.18,-9.43,0.31,999.19,,213720,,,,,,,,,,,F,
433,10969,13.7228603,100.5165634,,,,,,,,,0.69,88.06,,,,999.18,,213722,,,,,,,,,,,F,
433,10970,13.7228584,100.5165558,,,10.40,19.00,31.05,27.25,36,351.81,0.62,88.06,0.12,-9.39,0.21,999.16,,213724,,,,,,,,,,,F,
433,10971,13.7228575,100.5165482,,,9.93,17.81,30.99,26.00,36,351.81,0.62,88.06,0.13,-9.55,0.19,999.16,,213726,,,,,,,,,,,F,
433,10972,13.7228575,100.5165405,,,10.42,17.17,31.04,27.25,36,351.81,0.62,88.06,0.01,-9.20,0.18,999.15,,213728,,,,,,,,,,,F,
433,10973,13.7228603,100.5165482,,,10.63,17.41,31.07,27.75,36,351.,0.62,88.00,0.12,-9.46,0.22,999.14,,213730,,,,,,,,,,,F,
433,10976,13.7228632,100.5165558,,,10.65,16.92,31.07,27.75,36,351.88,0.69,88.00,0.06,-9.28,0.14,999.13,,213736,,,,,,,,,,,F,
433,10977,13.7228670,100.5165405,,,10.69,16.06,31.02,27.75,36,351.88,0.69,88.00,0.09,-9.36,0.22,999.11,,213738,,,,,,,,,,,F,
433,10978,13.7228727,100.5165482,,,10.69,16.51,31.05,27.75,36,351.88,0.69,87.94,0.12,-9.33,0.23,999.11,,213740,,,,,,,,,,,F,
433,10979,13.7228765,100.5165482,,,10.63,17.63,31.09,27.75,36,351.81,0.62,87.94,0.07,-9.52,0.22,999.14,,213742,,,,,,,,,,,F,
433,10980,13.7228823,100.5165558,,,10.52,17.73,31.04,27.50,36,351.81,0.62,87.94,0.03,-9.54,0.21,999.15,,213744,,,,,,,,,,,F,
433,10981,13.7228870,100.5165558,,,10.67,18.87,31.04,27.75,36,351.81,0.62,87.94,0.09,-9.39,0.13,999.12,,213746,,,,,,,,,,,F,
433,10982,13.7228889,100.5165558,,,9.81,19.59,31.03,25.50,36,351.88,0.69,87.94,0.06,-9.53,0.21,999.12,,213748,,,,,,,,,,,F,
433,10983,13.7228889,100.5165634,,,10.61,20.62,31.04,27.50,36,351.88,0.69,87.94,0.07,-9.35,0.21,999.10,,213750,,,,,,,,,,,F,
433,10984,13.7228861,100.5165558,,,10.53,21.36,31.01,27.25,36,351.88,0.69,87.94,0.09,-9.46,0.20,999.09,,213752,,,,,,,,,,,F,
433,10985,13.7228785,100.5165634,,,10.75,23.77,31.00,27.75,36,351.88,0.69,87.94,0.15,-9.47,0.25,999.08,,213754,,,,,,,,,,,F,
433,10986,13.7228680,100.5165787,,,10.76,28.50,31.06,27.75,36,351.88,0.69,88.00,0.10,-9.31,0.21,999.07,,213756,,,,,,,,,,,F,
433,10987,13.7228594,100.5166092,,,10.67,34.22,31.03,27.50,36,351.88,0.69,88.00,0.09,-9.44,0.24,999.07,,213758,,,,,,,,,,,F,
433,10988,13.7228518,100.5166321,,,10.78,39.24,31.02,27.75,36,351.88,0.69,88.00,0.11,-9.23,0.13,999.06,,213800,,,,,,,,,,,F,
433,10989,13.7228441,100.5166626,,,10.65,44.21,31.07,27.50,36,351.88,0.69,88.00,0.04,-9.47,0.15,999.08,,213802,,,,,,,,,,,F,
433,10990,13.7228365,100.5166931,,,9.97,48.33,31.05,25.75,36,351.88,0.69,88.00,0.10,-9.48,0.23,999.08,,213804,,,,,,,,,,,F,
433,10991,13.7228327,100.5167007,,,10.65,50.15,31.09,27.50,36,351.94,0.75,88.00,0.09,-9.24,0.24,999.08,,213806,,,,,,,,,,,F,
433,10992,13.7228298,100.5166931,,,10.73,49.49,31.01,27.75,36,351.88,0.69,87.94,0.16,-9.39,0.24,999.09,,213808,,,,,,,,,,,F,
433,10993,13.7228298,100.5166855,,,10.51,48.26,31.11,27.25,36,351.88,0.69,87.94,0.10,-9.44,0.33,999.10,,213810,,,,,,,,,,,F,
433,10994,13.7228327,100.5166779,,,10.65,46.77,31.09,27.75,36,351.88,0.69,87.94,0.11,-9.55,0.19,999.13,,213812,,,,,,,,,,,F,
433,10995,13.7228355,100.5166779,,,10.58,46.25,31.08,27.75,36,351.94,0.75,87.94,0.16,-9.39,0.30,999.17,,213814,,,,,,,,,,,F,
433,10996,13.7228355,100.5166702,,,10.39,45.00,31.07,27.50,36,351.94,0.75,87.94,0.21,-9.38,0.19,999.22,,213816,,,,,,,,,,,F,
433,10997,13.7228365,100.5166702,,,10.07,43.89,31.07,26.75,36,351.88,0.69,88.06,0.12,-9.46,0.28,999.24,,213818,,,,,,,,,,,F,
433,10998,13.7228394,100.5166779,,,10.24,43.31,31.02,27.50,36,351.88,0.69,88.06,0.01,-9.39,0.25,999.30,,213820,,,,,,,,,,,F,
433,10999,13.7228422,100.5166855,,,10.09,43.79,31.04,27.25,36,351.88,0.69,88.06,0.08,-9.31,0.13,999.33,,213822,,,,,,,,,,,F,
433,11000,13.7228451,100.5167007,,,10.13,44.62,31.03,27.50,36,351.94,0.75,88.06,0.07,-9.32,0.27,999.36,,213824,,,,,,,,,,,F,
433,11001,13.7228489,100.5167160,,,10.11,45.39,31.03,27.50,36,351.94,0.75,88.00,0.12,-9.69,0.32,999.37,,213826,,,,,,,,,,,F,
433,11002,13.7228546,100.5167236,,,9.98,45.54,31.06,27.25,36,351.94,0.75,87.9,-0.04,-9.40,0.36,999.39,,213828,,,,,,,,,,,F,
433,11003,13.7228613,100.5167313,,,10.00,45.28,31.04,27.25,36,351.94,0.75,87.94,0.08,-9.44,0.27,999.38,,213830,,,,,,,,,,,F,
433,11004,13.7228708,100.5167313,,,9.91,44.71,31.06,27.00,36,351.88,0.69,88.1,-0.05,-9.42,0.19,999.38,,213832,,,,,,,,,,,F,
433,11005,13.7228813,100.5167313,,,9.89,44.66,31.02,27.00,36,351.94,0.75,88.12,0.12,-9.27,0.22,999.39,,213834,,,,,,,,,,,F,
433,11006,13.7228947,100.5167313,,,9.93,44.74,31.08,27.00,36,351.94,0.75,88.12,0.11,-9.18,0.23,999.37,,213836,,,,,,,,,,,F,
433,11007,13.7229052,100.5167236,,,9.22,44.26,31.03,25.00,36,351.94,0.75,88.12,0.24,-9.37,0.42,999.35,,213838,,,,,,,,,,,F,
433,11008,13.7229137,100.5167236,,,9.70,43.90,31.02,26.25,36,351.94,0.81,88.12,0.00,-9.59,0.21,999.34,,213840,,,,,,,,,,,F,
433,11009,13.7229176,100.5167236,,,9.87,43.00,31.06,26.75,36,351.94,0.81,88.12,0.05,-9.44,0.20,999.35,,213842,,,,,,,,,,,F,
433,11010,13.7229242,100.5167160,,,9.83,42.99,31.01,26.75,36,352.00,0.81,88.12,0.06,-9.39,0.30,999.37,,213844,,,,,,,,,,,F,
433,11011,13.7229309,100.5167236,,,9.82,43.41,31.04,26.75,36,352.00,0.81,88.06,0.20,-9.43,0.19,999.38,,213846,,,,,,,,,,,F,
433,11012,13.7229309,100.5167236,,,9.69,42.72,31.19,26.50,36,,,,0.11,-9.43,0.25,,,213848,,,,,,,,,,,F,
433,11013,13.7229309,100.5167236,,,9.65,42.10,30.98,26.75,36,351.94,0.75,88.19,0.18,-9.37,0.25,999.47,,213850,,,,,,,,,,,F,
433,11014,13.7229309,100.5167236,,,9.64,41.62,30.99,26.75,36,351.94,0.75,88.19,0.26,-9.62,0.23,999.48,,213852,,,,,,,,,,,F,
433,11015,13.7229280,100.5167160,,,9.17,39.98,30.99,25.50,36,351.94,0.75,88.19,0.08,-9.45,0.20,999.49,,213854,,,,,,,,,,,F,
433,11016,13.7229242,100.5167084,,,9.10,38.46,31.10,25.25,36,351.94,0.75,88.12,0.07,-9.38,0.25,999.48,,213856,,,,,,,,,,,F,
433,11017,13.7229223,100.5167007,,,9.55,37.64,31.03,26.50,36,352.00,0.81,88.12,0.13,-9.39,0.25,999.48,,213858,,,,,,,,,,,F,
433,11018,13.7229214,100.5167007,,,9.47,36.90,30.98,26.25,36,352.00,0.81,88.12,0.00,-9.19,0.10,999.47,,213900,,,,,,,,,,,F,
433,11019,13.7229176,100.5166931,,,9.76,35.94,31.04,27.00,36,352.00,0.81,88.12,0.02,-9.30,0.23,999.46,,213902,,,,,,,,,,,F,
433,11020,13.7229137,100.5166855,,,9.71,35.12,31.02,26.75,36,351.94,0.75,88.06,0.08,-9.49,0.13,999.44,,213904,,,,,,,,,,,F,
433,11021,13.7229128,100.5166931,,,9.56,35.26,31.01,26.25,36,352.00,0.81,88.12,0.03,-9.39,0.30,999.42,,213906,,,,,,,,,,,F,
