433,9111,0.0000000,0.0000000,,,89.96,0.00,15.03,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.97,,024858,,,,,,,,,,,,
433,9118,0.0000000,0.0000000,,,90.93,0.00,29.45,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.86,,024905,,,,,,,,,,,,
433,9119,0.0000000,0.0000000,,,89.96,0.00,14.83,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.97,,024907,,,,,,,,,,,,
433,9125,0.0000000,0.0000000,,,90.57,0.00,14.82,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.90,,024914,,,,,,,,,,,,
433,9126,0.0000000,0.0000000,,,92.07,0.00,29.48,28.00,43,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.73,,024918,,,,,,,,,,,,
433,9134,0.0000000,0.0000000,,,89.77,0.00,14.89,28.25,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1003.00,,024926,,,,,,,,,,,,
433,9136,0.0000000,0.0000000,,,91.54,0.00,29.51,28.00,43,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.79,,024930,,,,,,,,,,,,
433,9138,0.0000000,0.0000000,,,90.57,0.00,15.03,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.90,,024932,,,,,,,,,,,,
433,9144,0.0000000,0.0000000,,,90.56,0.00,14.95,28.25,42,-05,-0.06,-0.06,-0.01,-0.01,-0.01,1002.85,,024940,,,,,,,,,,,,
433,9146,0.0000000,0.0000000,,,92.51,0.00,29.53,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.68,,024945,,,,,,,,,,,,
433,9153,0.0000000,0.0000000,,,91.81,0.00,29.54,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.76,,024952,,,,,,,,,,,,
433,9160,0.0000000,0.0000000,,,92.12,0.00,29.55,27.00,43,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.69,,024959,,,,,,,,,,,,
433,9167,0.0000000,0.0000000,,,93.22,0.00,29.58,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.60,,025006,,,,,,,,,,,,
433,9170,0.0000000,0.0000000,,,92.34,0.00,15.07,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.70,,025011,,,,,,,,,,,,
433,9176,0.0000000,0.0000000,,,79.61,0.00,15.22,-13.50,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.70,,025017,,,,,,,,,,,,
433,9183,0.0000000,0.0000000,,,93.04,0.00,29.60,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.62,,025024,,,,,,,,,,,,
433,9191,0.0000000,0.0000000,,,74.80,0.00,15.06,-28.25,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.74,,025032,,,,,,,,,,,,
433,9198,0.0000000,0.0000000,,,92.25,0.00,29.59,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.71,,025039,,,,,,,,,,,,
433,9205,0.0000000,0.0000000,,,91.46,0.00,29.60,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.80,,025046,,,,,,,,,,,,
433,9216,0.0000000,0.0000000,,,90.13,0.00,14.98,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.95,,025059,,,,,,,,,,,,
433,9223,0.0000000,0.0000000,,,90.78,0.00,29.59,27.50,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.86,,025106,,,,,,,,,,,,
433,9231,0.0000000,0.0000000,,,90.05,0.00,14.99,28.00,42,-0.06,-0.06,-0.06,-0.01,-0.01,-0.01,1002.96,,025114,,,,,,,,,,,,
