868,,,,13.722997,100.516838,,,,27.50,,,,,,,,,,,6,6,,15.25,,,,,,,,
868,9861,13.7228298,100.5157166,,,10.17,,31.06,27.25,36,,0.88,88.50,0.09,-9.44,0.19,999.13,,210024,,,,,,,,,,,,
433,9862,13.7231951,100.5168304,,,10.15,68.84,31.15,26.50,36,352.06,0.88,88.44,0.04,-9.38,0.18,999.14,,210026,,,,,,,,,,,,
868,,,,13.723000,100.516846,,,,26.50,,,,,,,,,,,2,2,,15.25,,,,,,,,
868,9864,13.7228279,100.5157242,13.723000,100.516846,,,,27.00,,,,,,,,,,210030,7168,19712,,15.25,,,,,,,,
868,9865,,,,,,,,,,,0.88,88.44,,,,999.14,,210032,,,,,,,,,,,,
433,9865,13.7231846,100.5168304,13.723000,100.516846,1,-63.96,,26.75,,,,,,,,,,210032,28,16973,,15.25,,,,,,,,
868,9868,13.7228365,100.5157471,13.722989,100.516869,,,,26.75,,,,,,,,,,210038,28,16973,,15.26,,,,,,,,
868,9869,,,,,,69.53,31.05,26.75,36,352.06,0.88,88.50,0.11,-9.38,0.26,999.16,,210040,,,,,,,,,,,,
433,9869,13.7231922,100.5168533,,,1,70.30,31.10,27.25,36,352.06,0.88,88.50,0.02,-9.53,0.37,999.14,,210040,,,,,,,,,,,,
433,9872,13.7232018,100.5168686,,,1,73.45,31.13,27.25,36,352.06,0.88,88.44,0.09,-9.39,0.25,999.16,,210046,,,,,,,,,,,,
433,9874,13.7232094,100.5168686,,,1,-.24,,,,,,,,,,,,210050,,,,,,,,,,,,
868,9876,13.7228518,100.5158386,,,,,31.08,27.00,36,352.06,0.88,88.50,0.15,-9.42,0.18,999.16,,210054,,,,,,,,,,,,
433,9879,13.7231798,100.5168381,13.722984,100.516869,1,,,27.25,,,,,,,,,,210100,7168,19712,,15.26,,,,,,,,
868,9880,13.7228594,100.5158768,,,10.40,,31.04,27.25,36,,0.88,88.50,0.12,-9.46,0.25,999.16,,210102,,,,,,,,,,,,
868,,,,13.722973,100.516846,,,,27.25,,,,,,,,,,,7168,19712,,15.25,,,,,,,,
868,9882,13.7228613,100.,,,,,,,,,0.88,88.44,,,,999.12,,210106,,,,,,,,,,,,
433,9884,13.7231922,100.5168533,13.722968,100.516846,1,-55.54,,27.25,,,,,,,,,,210110,28,16973,,15.25,,,,,,,,
868,9886,13.7228689,100.5159073,,,,,,,,,,,,,,,,210114,,,,,,,,,,,,
868,9887,13.7228689,100.5158997,,,,,31.01,27.50,36,352.12,0.94,88.50,0.18,-9.29,0.30,999.11,,210116,,,,,,,,,,,,
433,9889,13.7232676,100.5169449,13.722968,100.516846,1,,,27.25,,,,,,,,,,210120,28,16973,,15.26,,,,,,,,
868,9893,13.7228603,100.5158844,,,10.61,,31.02,27.25,36,,1.06,88.56,0.09,-9.25,0.18,999.12,,210128,,,,,,,,,,,,
433,,,,,,,,,,,,1.12,88.56,,,,999.11,,,,,,,,,,,,,,
433,9896,13.7233639,100.5170517,13.722991,100.516853,1,,,27.50,,,,,,,,,,210134,256,256,,15.25,,,,,,,,
868,9898,13.7228794,100.5159149,,,,,,,,,1.19,88.62,,,,999.12,,210138,,,,,,,,,,,,
868,,,,13.722991,100.516853,,,,27.50,,,,,,,,,,,28,16973,,15.25,,,,,,,,
868,9904,13.7233706,100.5170288,,,10.51,92.66,31.01,27.25,36,352.25,1.12,88.69,0.13,-9.31,0.22,999.10,,21,,,,,,,,,,,,
433,9904,13.7233782,100.5170288,13.723012,100.516891,1,-54.38,,26.75,,,,,,,,,,210150,28,16973,,15.25,,,,,,,,
868,9906,13.7228813,100.5159378,,,,,31.05,26.75,36,352.25,1.12,88.69,0.08,-9.39,0.30,999.09,,210154,,,,,,,,,,,,
433,9910,13.7234221,100.5170364,13.723011,100.516891,1,,,27.25,,,,,,,,,,210202,28,16973,,15.25,,,,,,,,
868,9911,13.7228661,100.5159454,,,,,31.04,27.25,36,352.31,1.12,88.69,0.00,-9.39,0.20,999.06,,210204,,,,,,,,,,,,
433,9911,13.7234287,100.5170364,13.723011,100.516891,1,,,27.25,,,,,,,,,,210204,19712,66,,15.25,,,,,,,,
868,9913,13.7228584,100.,,,,94.39,31.07,27.25,36,352.31,1.12,88.69,0.06,-9.42,0.16,999.03,,210208,,,,,,,,,,,,
433,9915,13.7234583,100.5170441,13.723011,100.516891,1,-43.81,,27.25,,,,,,,,,,210212,19712,66,,15.25,,,,,,,,
868,9916,13.7228527,100.5159760,,,,,30.97,26.50,36,352.31,1.12,88.69,0.12,-9.29,0.30,999.02,,210214,,,,,,,,,,,,
433,9916,13.7234621,100.5170441,13.722999,100.516861,1,,,27.25,,,,,,,,,,210214,19712,66,,15.24,,,,,,,,
868,9918,13.7228498,100.5159836,13.723000,100.516861,,,,27.00,,,,,,,,,,210218,19712,66,,15.26,,,,,,,,
868,9921,13.7228479,100.5159988,13.723000,100.516861,,,,26.75,,,,,,,,,,210224,28,16973,,15.24,,,,,,,,
868,9923,,,,,,96.88,31.01,27.25,36,352.31,1.12,88.69,0.09,-9.40,0.18,999.03,,210228,,,,,,,,,,,,
433,9924,13.7234716,100.5170517,13.723000,100.516861,1,-35.80,,27.25,,,,,,,,,,210230,28,16973,,15.25,,,,,,,,
868,9926,13.7228527,100.5160370,13.722992,100.516846,,-34.52,,27.50,,,,,,,,,,210234,28,16973,,15.26,,,,,,,,
433,,,,,,,96.34,31.02,26.75,36,352.31,1.12,88.56,0.03,-9.41,0.20,999.17,,,,,,,,,,,,,,
433,9930,13.7234230,100.5170670,,,9,,,,,,,,,,,,,210242,,,,,,,,,,,,
868,9931,13.7228632,100.5160751,,,,,31.03,24.25,36,352.31,1.12,88.5,0.18,-9.51,0.33,999.18,,210244,,,,,,,,,,,,
433,9931,13.7234182,100.5170746,,,1,114.27,30.99,27.50,36,352.31,1.12,88.5,0.11,-9.39,0.16,999.20,,210244,,,,,,,,,,,,
433,9933,13.7234011,100.5170975,,,1,,,,,,,,,,,,,210248,,,,,,,,,,,,
868,9935,13.7228661,100.5160980,13.722989,100.516846,,,,27.50,,,,,,,,,,210252,28,16973,,15.25,,,,,,,,
433,,,,,,,,,,,,1.12,88.5,,,,999.22,,,,,,,,,,,,,,
