433,4357,13.7227535,100.5168381,,,-21.73,-10.94,31.34,27.50,34,1.81,1.06,88.25,0.17,-9.45,0.25,1016.67,,114956,,,,,,,,,,,,
433,4358,13.7227564,100.5168228,,,-21.73,-12.94,31.20,27.50,34,1.81,1.06,88.25,0.13,-9.49,0.29,1016.67,,114958,,,,,,,,,,,,
433,4359,13.7227592,100.5168152,,,-21.76,-14.64,30.97,27.50,34,1.81,1.06,88.25,0.11,-9.44,0.31,1016.69,,115000,,,,,,,,,,,,
433,4360,13.7227621,100.5167999,,,-21.76,-16.01,31.04,27.50,34,1.81,1.06,88.25,0.20,-9.44,0.37,1016.69,,115002,,,,,,,,,,,,
433,4361,13.7227688,100.5168076,,,-22.18,-16.85,31.42,28.00,34,1.81,1.06,88.25,0.14,-9.48,0.24,1016.70,,115004,,,,,,,,,,,,
433,4362,13.7227764,100.5168304,,,-21.96,-15.92,31.30,27.75,34,1.81,1.06,88.25,0.22,-9.48,0.30,1016.69,,115006,,,,,,,,,,,,
433,4363,13.7228041,100.5169067,,,-20.36,-10.87,31.17,25.75,34,1.75,1.00,88.25,0.29,-9.48,0.18,1016.68,,115008,,,,,,,,,,,,
433,4364,13.7228107,100.5169067,,,-21.13,-9.98,31.31,26.75,34,,0.94,88.25,0.06,-9.53,0.22,1016.67,,115010,,,,,,,,,,,,
433,4365,13.7228146,100.5169067,,,-21.73,-9.04,,,,,0.94,88.19,,,,1016.67,,115012,,,,,,,,,,,,
433,4366,13.7228193,100.5169067,,,-21.73,-7.99,31.76,27.50,34,1.69,0.94,88.19,0.13,-9.46,0.38,1016.67,,115014,,,,,,,,,,,,
433,4367,13.7228260,100.5169144,,,-21.33,-6.14,31.70,27.00,34,1.75,0.94,88.19,0.18,-9.11,0.23,1016.67,,115016,,,,,,,,,,,,
433,4368,13.7228355,100.5169220,,,-21.71,-3.29,31.56,27.50,34,1.75,1.00,88.19,0.24,-9.40,0.41,1016.66,,115018,,,,,,,,,,,,
433,4369,13.7228432,100.5169296,,,-21.67,-0.07,31.49,27.50,34,115022,1.00,88.19,0.06,-9.38,0.38,1016.64,,115020,,,,,,,,,,,,
