001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.72,3.51,-6.68,200.40,
868,172,15.250873,100.337021,,,,,,,,,,,,18:54:54,0.00,0.00,0.00,,,,,,,,
433,171,15.2508612,100.3369598,3079.12,236.32,24.65,,104.69,81.31,72.44,9.64,-1.36,-1.22,,18:54:53,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.77,3.63,-5.46,200.50,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.76,3.55,-2.83,200.50,
868,173,15.250874,100.337021,,,,,,,,,,,,18:54:55,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.67,3.52,-2.46,200.60,
433,172,15.2508593,100.3369598,3079.12,236.07,24.65,,101.50,84.25,5.50,9.48,-0.83,-0.46,,18:54:54,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.71,3.50,-5.27,200.70,
868,174,15.250871,100.337021,,,,,,,,,,,,18:54:56,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.68,3.63,-4.44,200.70,
001,,,,,,,,,,,,,,,,,,,,15.250934,100.336929,4.72,3.53,-5.28,200.70,
433,173,15.2508574,100.3369598,3079.12,236.39,24.65,,96.75,83.56,173.62,9.77,-1.09,-0.32,,18:54:55,,,,,,,,,,,
868,175,15.250871,100.337021,,,,,,,,,,,,18:54:58,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250934,100.336929,4.64,3.51,-7.82,200.70,
001,,,,,,,,,,,,,,,,,,,,15.250934,100.336929,4.71,3.63,-3.92,200.80,
433,174,15.2508564,100.3369598,3079.12,236.62,24.65,,91.62,84.69,174.88,9.66,-0.82,-0.45,,18:54:56,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250934,100.336929,4.62,3.58,-7.31,200.80,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.71,3.54,-3.50,200.80,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.78,3.62,216.55,200.80,
433,175,15.2508507,100.3369598,3079.12,236.65,24.65,,95.00,82.38,115.88,9.99,-0.72,-0.08,,18:54:58,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.71,3.54,-3.07,201.00,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.67,3.54,-8.06,201.00,
868,178,15.250857,100.337006,,,,,,,,,,,,18551,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.76,3.61,-2.64,201.00,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.78,3.55,-4.76,201.00,
433,178,15.2508278,100.3369598,3079.12,237.14,24.65,,79.44,81.62,75.81,10.03,-1.13,0.83,,18551,,,,,,,,,,,
868,179,15.250852,100.337006,,,,,,,,,,,,18552,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.73,3.53,-4.77,201.10,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.69,3.47,-2.87,201.10,
868,180,15.250844,100.336998,,,,,,,,,,,,18553,0.00,0.00,0.00,,,,,,,,
433,179,15.2508211,100.3369598,3079.12,237.31,24.65,,85.12,84.00,5.81,9.09,-1.17,0.42,,18552,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.69,3.54,-3.19,201.20,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.61,3.57,-2.58,201.20,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.68,3.52,-2.35,201.30,
868,181,15.250832,100.336998,,,,,,,,,,,,18554,0.00,0.00,0.00,,,,,,,,
433,180,15.2508144,100.3369522,3079.12,237.46,24.65,,88.62,83.44,6.38,9.40,-0.96,-1.35,,18553,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.74,3.56,213.31,201.30,
868,182,15.250826,100.336990,,,,,,,,,,,,18555,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.70,3.55,-3.97,201.40,
433,181,15.2508078,100.3369522,3079.12,237.34,24.65,,114.06,81.19,97.62,9.64,-2.02,-0.42,,18554,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.65,3.62,-8.58,201.50,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.75,3.60,-4.67,201.50,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.71,3.57,-7.33,201.50,
433,182,15.2508001,100.3369522,3079.12,237.12,24.65,,82.06,81.00,80.75,10.32,-1.48,0.18,,18555,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.68,3.71,-2.23,201.60,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.64,3.51,231.79,201.60,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.69,3.57,-1.03,201.60,
868,185,15.250796,100.336990,,,,,,,,,,,,18558,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.74,3.64,-3.15,201.60,
433,185,15.2507763,100.3369446,3079.12,236.82,24.65,,126.44,82.19,108.44,11.34,-1.37,-0.40,,18558,,,,,,,,,,,
868,186,15.250790,100.336983,,,,,,,,,,,,18559,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.64,3.71,-34.38,201.60,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.79,3.57,214.04,201.60,
001,,,,,,,,,,,,,,,,,,,,15.250932,100.336929,4.78,3.64,213.45,201.60,
868,187,15.250786,100.336975,,,,,,,,,,,,18:55:10,0.00,0.00,0.00,,,,,,,,
433,186,15.2507725,100.3369446,3079.12,236.32,24.65,,133.12,82.88,115.38,9.16,-2.36,-0.11,,18559,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250932,100.336929,4.68,3.52,214.13,201.60,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.71,3.57,-4.72,201.60,
868,188,15.250777,100.336975,,,,,,,,,,,,18:55:11,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.72,3.51,217.13,201.60,
433,187,15.2507629,100.3369446,3079.12,236.05,24.65,,100.19,79.69,99.38,8.75,-1.01,-0.22,,18:55:10,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250932,100.336929,4.75,3.63,-5.50,201.70,
868,189,15.250771,100.336967,,,,,,,,,,,,18:55:13,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250932,100.336929,4.62,3.52,214.89,201.70,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.78,3.54,-6.13,201.50,
433,188,15.2507553,100.3369370,3079.12,235.99,24.65,,97.50,80.38,106.25,10.11,-2.02,-1.28,,18:55:11,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336929,4.64,3.37,216.33,201.50,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336922,4.66,3.36,224.90,201.30,
433,189,15.2507458,100.3369370,3079.12,235.88,24.65,,90.88,81.69,94.31,11.01,-1.54,-0.83,,18:55:13,,,,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336922,4.65,3.53,-2.04,201.30,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336922,4.72,3.51,-34.74,201.30,
868,192,15.250744,100.336960,,,,,,,,,,,,18:55:16,0.00,0.00,0.00,,,,,,,,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336922,4.68,3.46,-3.04,201.30,
001,,,,,,,,,,,,,,,,,,,,15.250933,100.336922,4.69,3.39,-4.25,201.30,
