001,,,,,,,,,,,,,,,,,,,,15.250961,100.336906,2.35,1.23,224.79,201.70,
001,,,,,,,,,,,,,,,,,,,,15.250961,100.336914,1.45,1.35,225.23,202.00,
001,,,,,,,,,,,,,,,,,,,,15.250961,100.336914,2.02,1.14,222.60,202.00,
001,,,,,,,,,,,,,,,,,,,,15.250960,100.336914,1.89,1.34,222.07,203.00,
001,,,,,,,,,,,,,,,,,,,,15.250960,100.336914,2.00,1.07,224.82,203.00,
001,,,,,,,,,,,,,,,,,,,,15.250959,100.336922,1.77,1.12,223.97,203.70,
001,,,,,,,,,,,,,,,,,,,,15.250959,100.336922,1.96,1.23,223.28,203.70,
001,,,,,,,,,,,,,,,,,,,,15.250958,100.336922,1.93,1.33,226.37,203.90,
001,,,,,,,,,,,,,,,,,,,,15.250958,100.336922,1.92,1.01,225.54,203.90,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336922,1.56,0.88,224.12,204.30,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336922,1.83,1.19,224.11,204.30,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336922,1.86,1.34,223.59,204.60,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336922,1.93,1.01,222.60,204.60,
001,,,,,,,,,,,,,,,,,,,,15.250956,100.336922,1.88,1.25,223.66,204.80,
001,,,,,,,,,,,,,,,,,,,,15.250956,100.336922,1.94,1.19,223.23,204.80,
001,,,,,,,,,,,,,,,,,,,,15.250956,100.336922,2.01,1.26,223.35,204.80,
001,,,,,,,,,,,,,,,,,,,,15.250956,100.336922,1.84,1.08,223.75,205.10,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336914,1.85,0.99,225.31,205.10,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336914,1.89,1.13,222.80,205.10,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336914,1.82,1.13,217.83,205.70,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336914,1.88,1.20,224.02,205.70,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336906,1.83,1.04,223.53,205.90,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336906,2.03,1.25,223.46,205.90,
001,,,,,,,,,,,,,,,,,,,,15.250964,100.336906,1.91,1.14,224.44,206.10,
001,,,,,,,,,,,,,,,,,,,,15.250964,100.336906,1.78,1.09,222.48,206.10,
001,,,,,,,,,,,,,,,,,,,,15.250965,100.336906,1.89,1.14,223.29,206.30,
001,,,,,,,,,,,,,,,,,,,,15.250965,100.336906,1.99,1.25,223.86,206.30,
001,,,,,,,,,,,,,,,,,,,,15.250966,100.336906,1.87,1.03,225.26,206.40,
001,,,,,,,,,,,,,,,,,,,,15.250966,100.336906,1.68,1.25,222.53,206.40,
001,,,,,,,,,,,,,,,,,,,,15.250966,100.336906,1.91,1.18,224.50,206.40,
001,,,,,,,,,,,,,,,,,,,,15.250967,100.336906,1.90,1.21,225.66,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250967,100.336906,1.93,0.96,223.03,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250968,100.336906,1.90,0.81,222.67,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250968,100.336906,1.80,1.21,224.64,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,2.00,1.01,223.66,206.30,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,1.88,1.02,222.38,206.30,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.85,1.22,227.47,206.40,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.88,1.08,225.25,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.81,1.09,226.08,206.50,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,1.97,0.94,223.27,206.80,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,1.76,1.57,224.20,206.80,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,1.74,1.24,223.71,206.90,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,1.94,1.15,224.08,206.90,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,2.15,1.49,223.31,206.90,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336906,1.88,0.98,223.95,206.90,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336906,1.53,1.17,223.14,206.90,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336906,1.63,1.27,221.76,207.00,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336906,2.06,1.12,225.22,207.00,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.90,1.19,225.20,207.30,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.99,1.14,223.86,207.30,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.86,1.16,226.50,207.50,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.85,1.25,223.68,207.50,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.95,1.11,224.17,207.50,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.88,1.18,222.17,207.50,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.96,1.05,222.65,207.60,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,2.06,1.26,223.65,207.70,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,2.25,1.28,225.97,207.70,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,1.89,0.93,222.33,207.70,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,1.76,1.44,223.17,207.60,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,1.95,1.25,225.13,207.60,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,2.12,1.19,223.73,207.60,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336906,2.01,1.31,223.96,207.60,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,2.02,1.23,224.55,207.90,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336906,1.87,1.21,224.81,207.90,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336899,1.77,1.06,226.01,207.70,
001,,,,,,,,,,,,,,,,,,,,15.250971,100.336899,1.80,1.36,222.40,207.70,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,2.01,1.30,224.08,207.80,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336906,2.09,1.18,224.04,207.80,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336899,2.01,1.14,224.34,207.90,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336899,1.88,1.29,224.08,207.90,
001,,,,,,,,,,,,,,,,,,,,15.250970,100.336899,2.02,1.19,223.67,207.90,
001,,,,,,,,,,,,,,,,,,,,15.250966,100.336899,1.79,1.44,223.65,208.00,
001,,,,,,,,,,,,,,,,,,,,15.250966,100.336899,1.45,1.07,225.23,208.00,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336899,1.98,1.60,223.85,208.80,
001,,,,,,,,,,,,,,,,,,,,15.250973,100.336891,1.97,1.34,222.20,208.90,
001,,,,,,,,,,,,,,,,,,,,15.250973,100.336891,1.83,0.97,221.02,208.90,
001,,,,,,,,,,,,,,,,,,,,15.250978,100.336891,1.87,1.11,224.19,209.50,
001,,,,,,,,,,,,,,,,,,,,15.250978,100.336891,1.84,1.34,224.42,209.50,
001,,,,,,,,,,,,,,,,,,,,15.250978,100.336884,1.83,1.23,222.10,210.40,
001,,,,,,,,,,,,,,,,,,,,15.250978,100.336884,1.88,1.11,222.66,210.40,
001,,,,,,,,,,,,,,,,,,,,15.250977,100.336884,1.88,1.45,224.42,210.50,
001,,,,,,,,,,,,,,,,,,,,15.250977,100.336884,2.00,1.22,224.06,210.50,
001,,,,,,,,,,,,,,,,,,,,15.250973,100.336884,1.82,1.20,224.02,210.90,
001,,,,,,,,,,,,,,,,,,,,15.250973,100.336884,1.87,1.22,223.59,210.90,
001,,,,,,,,,,,,,,,,,,,,15.250973,100.336884,2.03,1.24,224.52,210.90,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336884,1.85,1.32,223.57,210.80,
001,,,,,,,,,,,,,,,,,,,,15.250972,100.336884,1.79,0.71,223.52,210.80,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336884,2.04,1.28,225.14,210.80,
001,,,,,,,,,,,,,,,,,,,,15.250969,100.336884,2.22,0.64,223.89,210.80,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336884,2.15,1.48,220.21,211.80,
001,,,,,,,,,,,,,,,,,,,,15.250963,100.336884,1.74,6.41,223.58,211.80,
001,,,,,,,,,,,,,,,,,,,,15.250961,100.336884,1.73,13.09,219.37,211.90,
001,,,,,,,,,,,,,,,,,,,,15.250961,100.336884,1.36,8.05,224.00,211.90,
001,,,,,,,,,,,,,,,,,,,,15.250958,100.336884,1.05,357.35,3.21,212.10,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336891,5.49,350.60,19.94,212.20,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336891,0.63,0.29,25.29,212.20,
001,,,,,,,,,,,,,,,,,,,,15.250957,100.336891,351.69,358.66,11.11,212.20,
001,,,,,,,,,,,,,,,,,,,,15.250955,100.336891,0.61,355.83,-8.41,212.30,
001,,,,,,,,,,,,,,,,,,,,15.250955,100.336891,7.51,346.04,152.82,212.30,
001,,,,,,,,,,,,,,,,,,,,15.250953,100.336891,13.52,349.19,151.13,212.40,
001,,,,,,,,,,,,,,,,,,,,15.250953,100.336891,8.16,349.60,150.59,212.40,
001,,,,,,,,,,,,,,,,,,,,15.250950,100.336891,12.71,345.51,146.14,212.50,
001,,,,,,,,,,,,,,,,,,,,15.250950,100.336891,5.60,347.39,153.30,212.50,
